observationId,metricId,valueDate,value,unit,sourceDefinitionId,releaseAvailableAt,revisionSequence,supersedesObservationId,rawArtifactId
obs-pbc-a11489f31e05680ffe9d26efbbc6c317a76d70698d4f36b5a311f4e77b72b76b,MACRO_AFRE_STOCK_YOY,2017-07,14.8,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-c6ca30cd99d1ad77dedec11e95dcab6d00417217085ce43c1f8cb90df3bcf25e,artifact-r2-a2ba3f87035d394a95dd0240729e3727bc4ad6c7b16e86591a0ddd469f2ac797
obs-pbc-2c6dbad5d6b59c6cc564d198e013460c986b2e38adcef5ce1e45cefa8e9e1c1d,MACRO_AFRE_STOCK_YOY,2017-07,14.8,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-a11489f31e05680ffe9d26efbbc6c317a76d70698d4f36b5a311f4e77b72b76b,artifact-r2-69b92dcb8186aa8620910fd90256d35ddc5ce577679974569e99e078d103a55b
obs-pbc-2f48290639b29cd7283ba0062c1b3725edc0648ea368edb01fcca42c192054a0,MACRO_AFRE_STOCK_YOY,2017-08,13.5,%,pbc-afre-stock-yoy-2018-07-backcast-v1,2018-08-13T19:25:12+08:00,1,obs-pbc-62e22659d77005db4f78e7d3a5707430bdba7daf37bc264babe88879eb3c2c56,artifact-r2-72ba6f85adfe1a6be30349ffe0f548ed9f3d7c92b1560cd15cd5cb7ccfefc930
obs-pbc-33d8834fae69cc5dff1ef957997b28e533758e09e6290cdd5a52acf998dee882,MACRO_AFRE_STOCK_YOY,2017-08,14.5,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-2f48290639b29cd7283ba0062c1b3725edc0648ea368edb01fcca42c192054a0,artifact-r2-0714a7a5af593da2d22d205ce7210f611121cc2c989d8432f02b8ed6592b8012
obs-pbc-9f900505513aa1297c529a18ce95727df3e77311d1adfb8b7725e40d9c0d84c4,MACRO_AFRE_STOCK_YOY,2017-08,14.6,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-33d8834fae69cc5dff1ef957997b28e533758e09e6290cdd5a52acf998dee882,artifact-r2-efbcaab58b44ee42ad75efcc3166b8fc4eedf1e9189e3f6716fd3279ffc31cad
obs-pbc-bda251be9b8bad4285ccd707633ec027363de94b67ae5e662e50ad5419fba8f2,MACRO_AFRE_STOCK_YOY,2017-09,13.4,%,pbc-afre-stock-yoy-2018-07-backcast-v1,2018-08-13T19:25:12+08:00,1,obs-pbc-662901cb7ed7f2251fc5c95229ec3f73e15bbb07c414441db589a129bacc5b2f,artifact-r2-8767b9e72f7a5928deb29d4e2f241e5d939ea6d0ea8b85a488b627ba27bee518
obs-pbc-b02711d0821224b471128fc8d24d1694b4e0d206fba371249da1162e2e5447f0,MACRO_AFRE_STOCK_YOY,2017-09,14.4,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-bda251be9b8bad4285ccd707633ec027363de94b67ae5e662e50ad5419fba8f2,artifact-r2-d85cc93a2f380e7507f54f76bbe650afa2b69349af952b36315ceaddf5df77b6
obs-pbc-5721fe393e2fa7ddfa7a574906cabde51350578af828f2b5938bd3411f2bbfb0,MACRO_AFRE_STOCK_YOY,2017-09,14.5,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-b02711d0821224b471128fc8d24d1694b4e0d206fba371249da1162e2e5447f0,artifact-r2-b5c7a717a897f6684ae8857e125c10cdaad8dde5f13ce6b1cb099a36a01984c7
obs-pbc-e09b9f09100f049f39f0285d52ce7ff3034331b3a6d4bb014bf0194dad47991a,MACRO_AFRE_STOCK_YOY,2017-10,13.4,%,pbc-afre-stock-yoy-2018-07-backcast-v1,2018-08-13T19:25:12+08:00,1,obs-pbc-db10dd048b449a486d7fa3c9fa662ae495917467a67aca9d40c9c6bb1f051d64,artifact-r2-566e0ce0248f5586208da79eae2e485279c77648bac5e4b8fb984f7687467cc0
obs-pbc-199f06bfcf40a65a3e450a91ba4019b4cf3612d8d4729a08fb3a493ab9c4ca01,MACRO_AFRE_STOCK_YOY,2017-10,14.4,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-e09b9f09100f049f39f0285d52ce7ff3034331b3a6d4bb014bf0194dad47991a,artifact-r2-4b6af009f602741e3d83e2c0b87818a5623036c6cd982da1bd9c27e821446527
obs-pbc-967e8363d30749e172aa79334a1d791fe885d6adc1ca6eebb3c336aa6b1c5bd8,MACRO_AFRE_STOCK_YOY,2017-10,14.4,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-199f06bfcf40a65a3e450a91ba4019b4cf3612d8d4729a08fb3a493ab9c4ca01,artifact-r2-ac74c0619f5a190fc34709bf688c5e442cb8d22500c841ad36fb3f7509a35f00
obs-pbc-b8858a86df6ce661c253a3b18da1a16ac8371a70878dea1c301b2037b07a9674,MACRO_AFRE_STOCK_YOY,2017-11,13.0,%,pbc-afre-stock-yoy-2018-07-backcast-v1,2018-08-13T19:25:12+08:00,1,obs-pbc-a828bb481edab397173733d2cc6abd1ffc214fdbfbd9cac4ac9df6f7f60002e4,artifact-r2-b2115242a60f6bb36ab72471e162a393c7d9410d4ffe14c7af1cd0bec7cc80eb
obs-pbc-83c15f972937a871d888435b776577bad78ad7053c56180a53d5241d28e6b5a4,MACRO_AFRE_STOCK_YOY,2017-11,13.9,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-b8858a86df6ce661c253a3b18da1a16ac8371a70878dea1c301b2037b07a9674,artifact-r2-8eb82d615ee5454658cc5b1b2aaeb06580bcfd1b8f3449ce9650814d2ec663a2
obs-pbc-a118c5099cd2f3705e4f613ec6ccef17d7c63a529b93504fdedae557160d5101,MACRO_AFRE_STOCK_YOY,2017-11,14.0,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-83c15f972937a871d888435b776577bad78ad7053c56180a53d5241d28e6b5a4,artifact-r2-26b9738df46d91f4744ec79fd26100a2cf42dd5230e2599ab5516192581d661e
obs-pbc-beb17fe4be70fbb423b5422a93cb52c17a943b2d6791dee7a94c60fcad1e0023,MACRO_AFRE_STOCK_YOY,2017-12,12.5,%,pbc-afre-stock-yoy-2018-07-backcast-v1,2018-08-13T19:25:12+08:00,1,obs-pbc-096f471bedb66aaa86664a901bf12f3f56ed7bd9031862e0cffabfa81518b6c8,artifact-r2-74f7377d4b0ab84a2a3a678f588d2b0309d0991a4f2b3ed0c8f9261453f99f36
obs-pbc-1a53bfc9f40524be2e511c40220e36b75b3844df562be815b3d2ef07789e5d47,MACRO_AFRE_STOCK_YOY,2017-12,13.4,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-beb17fe4be70fbb423b5422a93cb52c17a943b2d6791dee7a94c60fcad1e0023,artifact-r2-7ad6bbe572b09a5ba0d2c8036935de668bad6b9f0be704751b14056f7eda96bb
obs-pbc-3fbe2d2c70008852673c64562d53bf602852a98be26be5322c11d20006eb22ec,MACRO_AFRE_STOCK_YOY,2017-12,13.5,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-1a53bfc9f40524be2e511c40220e36b75b3844df562be815b3d2ef07789e5d47,artifact-r2-da1bc20cdd4235b644e8d2d5ff1e094c0b496853d44829a9098ff1035f2daee7
obs-pbc-7f74be5b41f22414dce39f43b30479133d87503fe7ffb187b856ba461d89f1d7,MACRO_AFRE_STOCK_YOY,2018-01,11.7,%,pbc-afre-stock-yoy-2018-07-backcast-v1,2018-08-13T19:25:12+08:00,1,obs-pbc-0b60a1dd12f958e0081d839f812a4ed264c0b32d926f34fe354b36220fd3f987,artifact-r2-0843ca71104bf6e5fad0488710d391c176d4493a8b858a847ef5f8dae8f7cdeb
obs-pbc-1a99b211df82c7da5d0a334274b100d423ed9bb8f02ee669084a05f7512843ef,MACRO_AFRE_STOCK_YOY,2018-01,12.7,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-7f74be5b41f22414dce39f43b30479133d87503fe7ffb187b856ba461d89f1d7,artifact-r2-adb81b9610674f092131973a02df261f53396f47d8ef44cfe2902462c686cb1b
obs-pbc-eeb938a3da420c363de4c0865b7d917d5a01b1dc5f1431019bb1d81f21459701,MACRO_AFRE_STOCK_YOY,2018-01,12.9,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-1a99b211df82c7da5d0a334274b100d423ed9bb8f02ee669084a05f7512843ef,artifact-r2-1c5f243e4a58782de862bcb6a494f8ff4ae6dcbee03c1b569c2a2570ae5d1895
obs-pbc-c191c90330a13ca8a060e44e1ede84a557f6979fc0e5f4c9b87b3c5c1b059138,MACRO_AFRE_STOCK_YOY,2018-02,11.7,%,pbc-afre-stock-yoy-2018-07-backcast-v1,2018-08-13T19:25:12+08:00,1,obs-pbc-62b2319afb531313d9ecdbbe1469dea54c881696cd59504d1dde4e8b2c14cc47,artifact-r2-d0d2e5326fbc6def84d0f450dee7d6e50b1a9ae4ee794fba34a8e7a551737acd
obs-pbc-dab08aab5908d3b258726871b0d3ee9c2ab8ab16dd6f9e3b04663da4710cc6b1,MACRO_AFRE_STOCK_YOY,2018-02,12.7,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-c191c90330a13ca8a060e44e1ede84a557f6979fc0e5f4c9b87b3c5c1b059138,artifact-r2-e62ee7706a83f72119603a17c09228dd8345f07802af1d05be934c385b27e21b
obs-pbc-ad5ac08c0ba93a5854a54d580bb10893223e5ab0475c0e8ab2ca710ca1d4c334,MACRO_AFRE_STOCK_YOY,2018-02,12.8,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-dab08aab5908d3b258726871b0d3ee9c2ab8ab16dd6f9e3b04663da4710cc6b1,artifact-r2-99260c5fd29d64214d2e562e5f7377463879b50b9dbac6e94e8265410f157fa1
obs-pbc-b02f80d41921816cd21071f93467de3ea362f635f761305e23e568b3fba02864,MACRO_AFRE_STOCK_YOY,2018-03,11.0,%,pbc-afre-stock-yoy-2018-07-backcast-v1,2018-08-13T19:25:12+08:00,1,obs-pbc-f2747d0a0ec1513cc8de02bf41e471dea80eebeb47615129eb69699a772e68df,artifact-r2-2acb170d6ebd3eebf04b35728ebd60bfc7ea91446f6c7b90a47f0151b36cd995
obs-pbc-937e911c64c073017df619ecdca2d4af1a1ba69fe342f305ac8f6fee808a8948,MACRO_AFRE_STOCK_YOY,2018-03,11.9,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-b02f80d41921816cd21071f93467de3ea362f635f761305e23e568b3fba02864,artifact-r2-10f36387e82aff779917f5f8dd346b5a10ad4c55ed0050d92ccf179196dce23c
obs-pbc-2f48f39c0d339544564b6468c7a808a843ceba8e792cff2947d2f51386d520de,MACRO_AFRE_STOCK_YOY,2018-03,12.1,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-937e911c64c073017df619ecdca2d4af1a1ba69fe342f305ac8f6fee808a8948,artifact-r2-a9e759327d747e62b8e5a97d458b455cb7da20c5451198c850c8fc051c649090
obs-pbc-12167fd3a5d9dc23d2ef29e73469f8ef4efaf56432d2ebd6728b0befa6706954,MACRO_AFRE_STOCK_YOY,2018-04,11.1,%,pbc-afre-stock-yoy-2018-07-backcast-v1,2018-08-13T19:25:12+08:00,1,obs-pbc-86f845b126fd91dd34d0e907f9754e52d457ccb8d5720cf006ab71ecce8892d4,artifact-r2-1cb93debfc03d42080515568e6a24cc7d4dc8441ae0e1f870ac96737c8fbc0b8
obs-pbc-462afedd04cb28df5bf07193a8359b0e944863c8d368228700ee6d7e012651e2,MACRO_AFRE_STOCK_YOY,2018-04,11.9,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-12167fd3a5d9dc23d2ef29e73469f8ef4efaf56432d2ebd6728b0befa6706954,artifact-r2-160b33fb2f70a2523e3c71985fad31d75f4602b31c9f6e7f424981714859b29d
obs-pbc-384af5b67cfc3b495aa1879492e7a290f7012207f844d7eec65961672f8a9b24,MACRO_AFRE_STOCK_YOY,2018-04,12.0,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-462afedd04cb28df5bf07193a8359b0e944863c8d368228700ee6d7e012651e2,artifact-r2-0a99bf6346de3d205c569a6b435c5093323fb98b1228263a07084c2960873bb5
obs-pbc-5f1a8f7c071e6d4a5e0495e94a53484a31928371057f80689971fa29cebc8651,MACRO_AFRE_STOCK_YOY,2018-05,10.9,%,pbc-afre-stock-yoy-2018-07-backcast-v1,2018-08-13T19:25:12+08:00,1,obs-pbc-3665f038246211cdbe76637a4275e67ea1ebc73abd5b8216d92b7d748ae40472,artifact-r2-02e8713bfd36392c8cf44d448216ef68d8e968660329e856ce1d392ddb9e0161
obs-pbc-60c059b687a6ba1b9a0759adc1f6439d4199e3754dd94d8264b3457bc012e794,MACRO_AFRE_STOCK_YOY,2018-05,11.6,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-5f1a8f7c071e6d4a5e0495e94a53484a31928371057f80689971fa29cebc8651,artifact-r2-a6fa8d360ed8eac5aa8387754b16f9a652203df043a8a4d1525c19755f57ac7d
obs-pbc-08a959b19b637f57a577da0b1d2f59eccf4353679537c7b18b1ef3b1a9e19ef2,MACRO_AFRE_STOCK_YOY,2018-05,11.7,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-60c059b687a6ba1b9a0759adc1f6439d4199e3754dd94d8264b3457bc012e794,artifact-r2-801ad42f8dde49500ef772778331c09454d0d23c4b7de643339bc96cc8501ef3
obs-pbc-462cc7fb367f379bae91b46fa4b36d9ec7bcbab91c87afb890cc9cd0e04815aa,MACRO_AFRE_STOCK_YOY,2018-06,10.5,%,pbc-afre-stock-yoy-2018-07-backcast-v1,2018-08-13T19:25:12+08:00,1,obs-pbc-6a20b290e6fff4252b016d849bf826de35da0cb68f7dcd3491e7e72f2b8fb347,artifact-r2-9d4c88a78053180952e9571e2df685d354852a0a699d6af1808c535a397d06da
obs-pbc-2258b4cdcf95db89f8050197f4ecec9616429ea85f0d4b7c85d5135813aec90d,MACRO_AFRE_STOCK_YOY,2018-06,11.1,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,2,obs-pbc-462cc7fb367f379bae91b46fa4b36d9ec7bcbab91c87afb890cc9cd0e04815aa,artifact-r2-0b0077c50b863c1887e84f793fca21e4fa29e00d6bedf51aa28d17bb53ff6232
obs-pbc-fd07f7e151a71d30b028bbd8addfb34083bd20b499e2a8297bf779bbc1eacb0e,MACRO_AFRE_STOCK_YOY,2018-06,11.2,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,3,obs-pbc-2258b4cdcf95db89f8050197f4ecec9616429ea85f0d4b7c85d5135813aec90d,artifact-r2-e53da09115ff41334dec261e0894a94012ee08169476dc58bc993907cb681c82
obs-pbc-6d9042d9475cf86d173a8fcd36cd4c257b5dfdfe25195c8e2fcccf855e37a4d3,MACRO_AFRE_STOCK_YOY,2018-07,10.8,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,1,obs-pbc-7e675f62657aee26c6a366ad1754e33ffe26d0c6174ed4f9c4e7d992ab3896b9,artifact-r2-c40b4eba8b37b220678dc12df3135b3d502032f89077bf19b268cc3ee379974e
obs-pbc-8eb046a7e458b07c38dde1f28a8a90a403b2352de716d8aa108e533255c7c200,MACRO_AFRE_STOCK_YOY,2018-07,10.9,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,2,obs-pbc-6d9042d9475cf86d173a8fcd36cd4c257b5dfdfe25195c8e2fcccf855e37a4d3,artifact-r2-d9ad1e4fe587ae8a7ce4c1dd8715a686963a29c57983f001e122a0b1ccf4eafa
obs-pbc-0df30042cb76b852231d771871958ae138e06984d7cebb903c325492a4092417,MACRO_AFRE_STOCK_YOY,2018-08,10.8,%,pbc-afre-stock-yoy-2018-09-backcast-v1,2018-10-17T16:00:01+08:00,1,obs-pbc-dcad7e2eae5b63ea70ca03be66d3ce219190ecbe726a1f78b28a5246b406b88a,artifact-r2-02251dbe9303687ca9ee0753ab8909ed629316745124d2de1b764b833f665e34
obs-pbc-991438891853c27750732e706a2cf13af53d558b17993823720368d7ad9dc794,MACRO_AFRE_STOCK_YOY,2018-08,10.9,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,2,obs-pbc-0df30042cb76b852231d771871958ae138e06984d7cebb903c325492a4092417,artifact-r2-f376cf119a8c2c5e62226cdced0e54fcbc5c4105cc114b4d0e8787f8de1dbb0a
obs-pbc-791387009ce56c9c2f489eeb81dd08bcd0de74b39d05bf451e148c4b16cd9652,MACRO_AFRE_STOCK_YOY,2018-09,10.6,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-85cdabe6b5a7eb8abe6077c214a55b4e5dd18b81926a330de0b8535ae56ff0fc,artifact-r2-b0f06ef9e9123ac49fb7938cd1c12e683a254b870a2d47f266cc0dd38f746fba
obs-pbc-3da62d9ed341d90c175db987a098d0be05dd505927fe2c0963e8527ddd84331a,MACRO_AFRE_STOCK_YOY,2018-10,10.3,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-104aa6dfbf8484a5768d43bac48018284e7b2a31891fbd27ff841dda7d3cd625,artifact-r2-88cb2a71f2c2416e4502d72db1e76c4c52b4e45768a61a808c4a7b3447f50a31
obs-pbc-6e654abca45d3f009f3d3f6e367675c4da8cead18f2ebd16ba2b950c01598a4d,MACRO_AFRE_STOCK_YOY,2018-11,10.0,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-68d43fd03816a4143f978e9ed043b38ca82ca389977443b0f43e82ed190555ec,artifact-r2-b21bd83858d3ffa4526543714bc2899d6aaaf456b53cbc458b3672d3b07ae22f
obs-pbc-c2eed1b05bbc0a3a7701b3b9c88a895e23b35e01ef90014e411a71805da749e2,MACRO_AFRE_STOCK_YOY,2018-12,9.9,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-63c9bfd9f0b7477f7d43d59984c237ea38a1cebd0af2751e446ad0ee505c6a04,artifact-r2-48dd94eb2eca304b33989ccaf5c68b0557722bb240082ff5017745f5ddf814bd
obs-pbc-aac783753c66911efd7787ec97bea065820c0af26caf6d3ea46ee796e41cd246,MACRO_AFRE_STOCK_YOY,2019-01,10.5,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-fcb09d74b3bb68ea1057fcab557227f59be4fcd4c4892091e6ab44be15675e37,artifact-r2-679564f6fe567fe149336b44b3711fabb36ec3f424cc41398657cf705a121909
obs-pbc-9164e3e35fc17b49fbd0e4351af0764d88a06e23c57b4a5f95bad2e509196da7,MACRO_AFRE_STOCK_YOY,2019-02,10.1,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-a2e6004b1d98a3354c92ebbfd3e183cd7c53f3b9160eefaba206b4da05c5c262,artifact-r2-4f6526bcc61667e6c87f49d3e5195a53f1ce0cf8811f55aaf0091281017bd9bf
obs-pbc-235d114a2075ff0cbca93e6d31b16d00e8913e3206e7d371553eec7f8c261673,MACRO_AFRE_STOCK_YOY,2019-03,10.7,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-02a8eb540979d9279e81fe9c500fe6eeead370557fadfc3b81e14cc235db8e2a,artifact-r2-33f1be8b89def4dc23d733b20a720adc112e527790ba5389e656d0b09c577f7c
obs-pbc-475948727547785e759d30a3f1267b3d29a1b6784ab1f6b6e72a084344e8da0a,MACRO_AFRE_STOCK_YOY,2019-04,10.5,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-b774b668ccc23d5bc33798b4480c964dd94cd7a97420dc201020e149ec679bfa,artifact-r2-e68d91daca90452302c2af3b2fa2e54d0803d6dd9c5b898ac6816637e2fddbdc
obs-pbc-7250bb39b8f406de55c15102651d1e9e42d673f4d1262e770f950bc3ec2bb615,MACRO_AFRE_STOCK_YOY,2019-05,10.7,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-8a743fd683c7ea26d06fa7702b622e617d813cd42b5412f0cebac84a6b562a25,artifact-r2-c7777e312817d480c5bdbd7bcca364cab5d5a291ba7754f2c23fdb87a141f119
obs-pbc-87283b9fac8251a9d37f39b0ac276ef29ef3a975a10878dc30e767943f3df61d,MACRO_AFRE_STOCK_YOY,2019-06,11.0,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-99afb58a4d534d850bcaa4971fae63bba47cbb7d174dc09d3151e1da2a33f012,artifact-r2-a8aceaa0b10bc0ed42bd315baada7109fd9708d5b998cec2bfafa0c1591662a2
obs-pbc-0fd5e5a48f9fd55e2d6ff1943ba28c45a6e0507872c9bb231aa6cb65e4d66237,MACRO_AFRE_STOCK_YOY,2019-07,10.9,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-d061811947aaf691a6254a023779636780759f2e7686a675f92849cbc34f75f9,artifact-r2-d465083368e4ee25b49235e48984d01ee07bbfd95f2cb9ddfba06d300d73b6be
obs-pbc-c230f11873b5360683b1180f67401146b52a4d221001d901e8dd441367865575,MACRO_AFRE_STOCK_YOY,2019-08,10.8,%,pbc-afre-stock-yoy-2019-09-backcast-v1,2019-10-15T16:30:02+08:00,1,obs-pbc-d8e976fdb4e512924d42dda48bcc3f4362fdadfc801f29c88d892d1bf34bb759,artifact-r2-2e7165954569025bff3bf8fa873c335f333beda1a1b2539d7768acceb18f418e
